Quote,Author,Tag
"Cautiously, she let her knuckles brush against his, a slight weight, a bird's feather. He stiffened, but he didn't pull away. ""I'm not ready to give up on this city, Kaz. I think it's worth saving."" I think you're worth saving. Once they stood on the deck of a ship and she'd waited just like this. He had no spoken then and he did not speak now. Inej felt him slipping away, dragging under, caught in an undertow that would take him farther and farther from shore. She understood suffering and she knew it was a place she could not follow, not unless she wanted to drown, too. Back on Black Veil, he'd told her that they would fight their way out. Knives drawn, guns blazing. Because that's what we do. She would fight for him, but she could not heal him. She would not waste her life trying. She felt his knuckles slide against hers. Then his hand was in her hand, his palm was pressed against her own. A tremor moved through him. Slowly, he let their fingers entwine. For a long while, they stood there, hands clasped, looking out at the gray expanse of sea.",Leigh Bardugo,leigh-bardugo
"The Suli believe that when we do wrong, we give life to our shadows. Every sin makes the shadow stronger, until eventually the shadow is stronger than you."" ""If that were true, my shadow would have put Ketterdam in permanent night."" ""Maybe,"" Inej said, turning her dark gaze to his. ""Or maybe you're someone else's shadow.",Leigh Bardugo,leigh-bardugo
"If the privateer you've hired is entirely trustworthy, he's probably not much of a privateer.",Leigh Bardugo,leigh-bardugo
"It’s a law of systems,” Wylan murmured. “You build in safeguards for failures, but something in the safeguards ends up causing an unforeseen failure.",Leigh Bardugo,leigh-bardugo
"You're a blackmailer-"" ""I broker information."" ""A con artist-"" ""I create opportunity."" ""A bawd and a murderer-"" ""I don't run whores and I kill for a cause."" ""And what cause is that?"" ""Same as yours, merch. Profit.",Leigh Bardugo,leigh-bardugo
"If you wanted to understand it, you had to take it apart and see how it worked. If you wanted to master it, you had to learn it so well you could put it back together.",Leigh Bardugo,leigh-bardugo
"I may not walk straight,"" said Kaz. ""But at least I don't run from a fight.",Leigh Bardugo,leigh-bardugo
"He dared a glance at Jesper now. The sharpshooter was seated at the table, hunched over his cards. He wore a battered navy waistcoat embroidered with small gold stars, and his rumpled shirt shone white against his dark brown skin.",Leigh Bardugo,leigh-bardugo
"There's so much in the world you don't have to be afraid of, if you would only open your eyes.",Leigh Bardugo,leigh-bardugo
"The demon closed its talons over the ribbon in her hair and tugged. It slid loose, fluttering to the floor. Slowly, it withdrew its hand. Did she imagine its regret?",Leigh Bardugo,leigh-bardugo
"Rich men want to believe they deserve every penny they've got, so they forget what they owe to chance. Smart men are always looking for loopholes. They want an opportunity to game the system."" ""So who's the hardest mark to swindle?"" asked Nina. ""The toughest mark is an honest one,"" said Kaz. ""Thankfully, they're always in short supply.",Leigh Bardugo,leigh-bardugo
"i want to kiss you,"" nikolai said. ""but i won't. not until you're thinking of me instead of trying to forget him.",Leigh Bardugo,leigh-bardugo
"Cautiously, she let her knuckles brush against his, a slight weight, a bird's feather. He stiffened, but he didn't pull away. ""I'm not ready to give up on this city, Kaz. I think it's worth saving."" I think you're worth saving. Once they stood on the deck of a ship and she'd waited just like this. He had not spoken then and he did not speak now. Inej felt him slipping away, dragging under, caught in an undertow that would take him farther and farther from shore. She understood suffering and she knew it was a place she could not follow, not unless she wanted to drown, too. Back on Black Veil, he'd told her that they would fight their way out. Knives drawn, guns blazing. Because that's what we do. She would fight for him, but she could not heal him. She would not waste her life trying. She felt his knuckles slide against hers. Then his hand was in her hand, his palm was pressed against her own. A tremor moved through him. Slowly, he let their fingers entwine. For a long while, they stood there, hands clasped, looking out at the gray expanse of sea.",Leigh Bardugo,leigh-bardugo
His body had stopped listening to him. He'd passed an invisible limit and simply shut down.,Leigh Bardugo,leigh-bardugo
"He was stronger than this sickness, stronger than the pull of the water.",Leigh Bardugo,leigh-bardugo
I hope you weren't looking for me to be the voice of reason. I keep a strict diet of ill-advised enthusiasm and heartfelt regret.,Leigh Bardugo,leigh-bardugo
"I don't want anyone getting ideas."" ""A man doesn't need a bed to get ideas, Nina.",Leigh Bardugo,leigh-bardugo
"When a man spends that much coin, said the Kaelish girl, Caera, he thinks he's earned the right to do whatever he wants.",Leigh Bardugo,leigh-bardugo
Better truths than kind lies,Leigh Bardugo,leigh-bardugo
We are the dragon. We do not lie down to die.,Leigh Bardugo,leigh-bardugo
I can keep hope in my heart and a blade in my hand.,Leigh Bardugo,leigh-bardugo
"Da igual la altura de la montaña, la subida es la misma.",Leigh Bardugo,leigh-bardugo
Qué lujo dar la espalda al lujo,Leigh Bardugo,leigh-bardugo
"Znasz hi­sto­rię An­dre­ja Żi­ro­va? – Re­wo­lu­cjo­ni­sty? Żirov był ra­dy­ka­łem za cza­sów dziad­ka Ni­ko­ła­ja. Na za­krwa­wio­ne usta Do­mi­ni­ka wy­pły­nął cień uśmie­chu. – Kiedy pró­bo­wa­li po­wie­sić go za zdra­dę, lina urwa­ła się i spadł do rowu, który żoł­nie­rze wy­ko­pa­li na jego grób. Ni­ko­łaj pró­bo­wał się uśmiech­nąć. – Nigdy o tym nie sły­sza­łem. Do­mi­nik ski­nął głową. – „W tym kraju”, krzyk­nął wtedy Żirov, „nie po­tra­fią nawet po­rząd­nie po­wie­sić czło­wie­ka!”.",Leigh Bardugo,leigh-bardugo
We are the dragon. We do not lie down to die.,Juris,leigh-bardugo
"I thought I'd given up on Mal. I thought the love I'd had for him belonged to the past, to the foolish, lonely girl I never wanted to be again. I'd tried to bury that girl and the love she'd felt, just as I'd tried to bury my power. But I wouldn't make that mistake again. Whatever burned between us was just as bright, just as undeniable. The moment our lips met, I knew with pure and piercing certainty that I would have waited for him forever.",Leigh Bardugo,leigh-bardugo
"I am Nikolai Lantsov, Major of the Twenty-Second Regiment, Soldier of the King’s Army, Grand Duke of Udova, and second son to His Most Royal Majesty, King Alexander the Third, Ruler of the Double Eagle Throne, may his life and reign be long.",Leigh Bardugo,leigh-bardugo
"I can't do this,"" Genya whispered. Her face was swollen from crying. Her vibrant hair lay limp down her back. ""You don't have to do anything,"" Zoya said. ""Just be here. Stay standing."" ""Not even that."" ""I've got you. I won't let you fall.",Leigh Bardugo,leigh-bardugo
"Did you sleep?"" she asked. ""Of course not. Someday we'll see an end to war, and then you and I will take a nap together."" ""Is that your idea of seduction?"" ""These days? Yes."" ""I'll be honest- it's incredibly compelling.",Leigh Bardugo,leigh-bardugo
"Dusk had fallen. Outside the lanterns in the garden were being lit, a string of stars strewn across the grounds. She had missed this room, who Nikolai became in this room, the man who for a moment might let the mantle of king fall away, who trusted her enough to close his eyes and fall in to dreams as she stood watch. She needed to get back to the Little Palace, check on Princess Ehri, talk to Tamar, forge a plan. But this might be the last time she saw him this way. At last she rose and turned down the lights. ""Don't go,"" he said, still half asleep. ""I have to bathe. I smell like a forest fire."" ""You smell like wildflowers. You always do. What can I say to make you stay?"" His words trailed off in to a drowsy mumble as he fell back asleep. Tell me it's more than war and worry that makes you speak those words. Tell me what they would mean if you weren't a king and I weren't a soldier. But she didn't want to hear any of that, not really. Sweet words and grand declarations were for other people, other lives. She brushed the hair back from his face, planted a kiss on his forehead. ""I would stay forever if I could,"" she whispered. He wouldn't remember anyway.",Leigh Bardugo,leigh-bardugo
"I would choose you."" The words were out before he thought better of them, and there was no way to pull them back. Silence stretched between them. Perhaps the floor will open and I'll plummet to my death, he thought hopefully. ""As your general?"" Her voice careful. She was offering him a chance to right the ship, to take them back to familiar waters. And a fine general you are. There could be no better leader. You may be prickly, but that what Ravka needs. So many easy replies. Instead he said, ""As my queen."" He couldn't read her expression. Was she pleased? Embarrassed? Angry? Every cell in his body screamed for him to crack a joke, to free both of them from the peril of the moment. But he wouldn't. He was still a privateer, and he'd come too far. ""Because I'm a dependable soldier,"" she said, but she didn't sound sure. It was the same cautious, tentative voice, the voice of someone waiting for a punch line, or maybe a blow. ""Because I know all of your secrets."" ""I do trust you more than myself sometimes- and I think very highly of myself."" Hadn't she said there was no one else she'd choose to have her back in a fight? But that isn't the whole truth, is it, you great cowardly lump. To hell with it. They might all die soon enough. They were safe here in the dark, surrounded by the hum of engines. ""I would make you my queen because I want you. I want you all the time."" She rolled on to her side, resting her head on her folded arm. A small movement, but he could feel her breath now. His heart was racing. ""As your general, I should tell you that would be a terrible decision."" He turned on to his side. They were facing each other now. ""As your king, I should tell you that no one could dissuade me. No prince and no power could make me stop wanting you."" Nikolai felt drunk. Maybe unleashing the demon had loosed something in his brain. She was going to laugh at him. She would knock him senseless and tell him he had no right. But he couldn't seem to stop. ""I would give you a crown if I could,"" he said. ""I would show you the world from the prow of a ship. I would choose you, Zoya. As my general, as my friend, as my bride. I would give you a sapphire the size of an acorn."" He reached in to his pocket. ""And all I would ask in return is that you wear this damnable ribbon in your hair on our wedding day."" She reached out, her fingers hovering over the coil of blue velvet ribbon resting in his palm. Then she pulled back her hand, cradling her fingers as if they'd been singed. ""You will wed a Taban sister who craves a crown,"" she said. ""Or a wealthy Kerch girl, or maybe a Fjerdan royal. You will have heirs and a future. I'm not the queen Ravka needs."" ""And if you're the queen I want?"" ... She sat up, drew her knees in, wrapped her arms around them as if she would make a shelter of her own body. He wanted to pull her back down beside him and press his mouth to hers. He wanted her to look at him again with possibility in her eyes. ""But that's not who I am. Whatever is inside me is sharp and gray as the thorn wood."" She rose and dusted off her kefta. ""I wasn't born to be a bride. I was made to be a weapon."" Nikolai forced himself to smile. It wasn't as if he'd offered her a real proposal. They both knew such a thing was impossible. And yet her refusal smarted just as badly as if he'd gotten on his knee and offered her his hand like some kind of besotted fool. It stung. All saints, it stung. ""Well,"" he said cheerfully, pushing up on his elbows and looking up at her with all the wry humour he could muster. ""Weapons are good to have around too. Far more useful than brides and less likely to mope about the palace. But if you won't rule Ravka by my side, what does the future hold, General?"" Zoya opened the door to the Cargo hold. Light flooded in gilding her features when she looked back at him. ""I'll fight on beside you. As your general. As your friend. Because whatever my failings, I know this. You are the king Ravka needs.",Leigh Bardugo,leigh-bardugo
"You look absurd in that outfit."" ""Absurdly dashing, I agree.",Leigh Bardugo,leigh-bardugo
"Who enforces the laws?"" Zoya asked softly. ""Rich men. Rich men who do what they wish. Power doesn't make a man wise."" ""I'm proof enough of that."" ""You're occasionally a useless podge. But you're a good man, Nikolai, and a good king.",Leigh Bardugo,leigh-bardugo
"The shadow of something dark moved across Kaz's face. ""If it were a trick, I'd promise you safety. I'd offer you happiness. I don't know if that exists in the Barrel, but you'll find none of it with me."" For some reason, those words had comforted her. Better terrible truths than kind lies.",Leigh Bardugo,leigh-bardugo
"Are you thinking of killing me, Zoya?"" ""Yes."" ""Your king wouldn't be pleased."" ""I'm not going to do it,"" she lied. ""I just enjoy thinking about it. It's soothing, like humming myself a little melody.",Leigh Bardugo,leigh-bardugo
"Closer, druskelle,"" she crooned, taunting. He threw an arm over her, hooking her back against his chest. She let out a startled oof and shifted uneasily. ""Stop moving,"" he muttered. He'd been close to girls- not many, it was true- but none of them had been like her. She was indecently round. ""You're cold and clammy,"" she complained with a shiver. ""It's like lying next to a burly squid."" ""You told me to get closer!"" ""Ease up a bit,"" she instructed and when he did, she flipped over to face him. ""What are you doing?"" he asked, pulling back in a panic. ""Relax, druskelle. This isn't where I have my way with you."" His blue eyes narrowed. ""I hate the way you talk.",Leigh Bardugo,leigh-bardugo
"It's all prickles and spines and anger, covered in pretty, useless blossoms and fruit too bitter to eat. There is nothing in it worth loving."" ""How wrong you are."" Zoya's gaze snapped to his, her eyes flashing silver- dragon's eyes. ""Am I?"" ""Look at the way it grows, protecting everything within these walls, stronger than anything else in the garden, weathering every season. No matter the winter it endures, it blooms again and again."" ""What if the winter is just too long and hard? What if it can't bloom again?"" He was afraid to reach for her, but he did it anyway. He took her gloved hand in his. She didn't pull away but folded in to him like a flower closing its petals at nightfall. He wrapped his arm around her. Zoya seemed to hesitate, and then with a soft breath, she let herself lean against him. Zoya the deadly. Zoya the ferocious. The weight of her against him like a benediction. He had been strong for his country, his soldiers, his friends. It meant something different to be strong for her. ""Then you'll be branches without blossom,"" he whispered against her hair. ""And you'll let the rest of us be strong until the summer comes."" ""It wasn't a metaphor."" ""Of course it wasn't.",Leigh Bardugo,leigh-bardugo
"I find secrets are the most reliable stocks. The longer they're kept, the more their value rises.",Leigh Bardugo,leigh-bardugo
"I'm not afraid of you,"" he said irritably. ""Then you're as stupid as you look.",Leigh Bardugo,leigh-bardugo
People didn't turn their eyes to the heavens in search of the dark. It was the light they sought.,Leigh Bardugo,leigh-bardugo
Let us all pray to the saints and the spirits of our bilious aunts.,Leigh Bardugo,leigh-bardugo
"Growing up means learning to go without."" ""What a depressing thought."" ""It's not so bad. Starve long enough, you forget your hunger."" He leaned closer. ""If it's so easy to lose your appetite, maybe you were never truly hungry at all.",Leigh Bardugo,leigh-bardugo
"Once technology existed, it was impossible to control. Tanks got bigger. Guns fired more rounds. Bombs did more damage.",Leigh Bardugo,leigh-bardugo
"What they had endured on the fold had connected them in some way, and he knew he would see Zoya when he turned- yet the sight of her struck like a sudden change in the weather. A drop in temperature, the crackle of electricity in the air, the feeling of a storm coming on.",Leigh Bardugo,leigh-bardugo
"I'm grotesque."" ""You are pink and rather hairless. Like a baby, and people love babies."" Actually, she looked more like the hairless cat his aunt Ludmilla had favoured more than any of her children, but that seemed an impolite thing to say to a lady. Ehri did not wish to be charmed. ""Must you make a joke of everything?"" ""I must. By royal mandate and the curse of my own disposition. I find life quite unbearable without laughter.",Leigh Bardugo,leigh-bardugo
"Willows bordered the path, like women bent in mourning, their branches shod in ice and brushing the soft white ground like strands of hair. Flowers and shrubs of every variety overflowed their beds, all of them white with frost, a world made of snow and glass, a garden of ghosts.",Leigh Bardugo,leigh-bardugo
