Quote,Author,Tag
"Paris The Seine dresses in light black, Mimicking the dark grey of the sky, And so, I drown my ink into it. Each poem becomes art, Reflecting and dancing Around my hands with care. The notes the river shares Become a painting that inspires All the great artists housed in its museums. Still, I vow and pray by its sight — Yet I dare not claim to be an artist As great as the one in sight. In Paris.",Laura Chouette,dark-academia
"Parisian Endings Endings share a bond between right and wrong, Upon every poet who dares to cross a line. The Parisian sky glows light with blue and orange, Each hill a line of fortune, unique to every soul. Words cross the heart I call cœur, And dawn in the same eternal hues behind her. By noon, I become the city itself, Only to return as her passenger, By walking far enough to lose her.",Laura Chouette,dark-academia
"I Am the City The spaces between streets, The lights that bloom on corners, The lines that hold us together. I may be a name, I may be a crossroad, I may be a saint. I am a city. I am a name. I am.",Laura Chouette,dark-academia
"A Line Across the Seine Whatever I made of you Surrenders to beauty. For I am a simple line That crosses the Seine, Remembering each wave Upon the stones of light. However often the light shines Towards the blue of morning skies, I’ll be here. I’ll write.",Laura Chouette,dark-academia
"The City That Holds Me The sidewalks I stumble on more than once Make me feel like I am walking home. The place cold enough to die for, Yet I walk towards the next day without freezing. The river that drowns my words, As I wander its same stretch, up and down. My chapels know my favourite corners, Where I light my candles each good Sunday.",Laura Chouette,dark-academia
"Pothole in the Sky My veins ground too deep to become a statue, And the flight is delayed too late— So I take off again. I take off without the vein of the city That lifts me to heaven with a million lights And a few streets in between. The darkness blooms like a desert, And in my aeroplane, I become a small flower, Travelling too far and without sight. Clouds outside windows become a stair frame, And the dark blue of mornings drifts by, While I dream of Paris and every thought That drifted by.",Laura Chouette,dark-academia
,Briar Boleyn,dark-academia
"You sound desperate, little wingless one. Did you think I'd abandoned you?",Briar Boleyn,dark-academia
"Killing is why I exist,"" she said finally. ""It is my only love. I used to struggle with my temper, but now I embrace it. You cannot fathom how many I have slain, both mortal and Folk. Why should a little nothing like you be the end of me?"" ""You know why,"" I said. ""Because it would be a fitting conclusion."" She gave me the sort of look that reminded me of Razkarden when he sizes up a potential meal. The shadow in the room seemed to deepen, redden, and grow damp, a slippery damp I felt through my shoes. I only waited. ""Well?"" I said. She seemed to deflate slightly, and the illusion vanished. ""You wish to find the door to Death?"" she said, a slyness entering her voice. ""Very well. I will tell you how. But I must be allowed to depart this realm unharmed."" I could see she expected me to protest or bargain with her. ""Done,"" I said. Her lip curled. ""Such a dull little thing,"" she said. ""You have no spirit worth breaking, I see. You are not like your grandfather at all."" ""And you are not as frightening as you think you are,"" I said.",Heather Fawcett,dark-academia
"The Weight of Falling Leaves Winter swept onto my doorstep quite easily, Like it overtook every part of my heart, The moment you left my autumn to fall. So I kept things as you left them – frozen, Showing no sign of any emotion or feeling, Like the leaves that wither and die in the ice. Never fulfilling the purpose for which they fell, Yet crumbling under shoes heavier than the burden The tree gave them by letting them go. They long to be carried away by the wind or the elements, Not trapped forever in this frozen expanse of white, Beneath starry skies that gaze upon each December night. I can no longer bear to look upon them, So I set them free with a kiss to keep; Filled with the fire of your lips, finally redeemed – See how they gleam with beauty, long before spring.",Laura Chouette,dark-academia
White blossoms on cold sheets; Roses outside the garden's wall. Falling feels easier than growing Once you've reached each peak.,Laura Chouette,dark-academia
"Whatever I take from you, Trust me, it is not enough To build me back up. I stare into walls you build For hours on end, Just to reflect myself in cracks. A home built without love.",Laura Chouette,dark-academia
What speaks slowly becomes bold. What begins as a letter becomes a book. Whoever crosses a line is a poet. Whoever is a poet becomes a revolt.,Laura Chouette,dark-academia
"Poem with Adjustments And I write out of worry, I write out of fear, I write for writing's sake, And I drown in between these motives. I become a poet, I become a lover, I become a human, And still, I seek to become a writer. I become still in the seeking.",Laura Chouette,dark-academia
The collar sleeve I hold up to wish you farewell The scars on each shirt that share a needle Becomes a sea of white in between stitches.,Laura Chouette,dark-academia
"A Laptop in One Room The corners I turned became a city, While remembering the sidewalks. Each street I crossed turned into art, For poets past than turned lines upside down. Horizons in blue and grey Became a shallow water's sight.",Laura Chouette,dark-academia
Tears Above a Keyboard The words you built inside a mind One day destroyed you. You became a single tear Without the memory.,Laura Chouette,dark-academia
"My Lines My lines cross tragedy, Hope, and love; A mere poetry of life Keeps anyone alive. I may wander along, Yet I’ll be a part of it— Life—I seek.",Laura Chouette,dark-academia
All The Ink I Wasted All the ink I wasted Climbing up ivory pages and cursive titles Of whoever asked to buy and sell - Words and souls and hope and pain. All the nights I spent Crying out to the world what I thought Or blaming myself for not hearing back - Worlds are crashing inside myself. All the fights I fought Calming my strife to succeed and feel Overwhelming hopes and dreams in spare - Wondering if I write my fate or dare to seal. All the wasted words Counting each number up I tried to spell Only to be reminded of despair once again - Worth is nothing nowadays with a price to sell.,Laura Chouette,dark-academia
"What Other Can a Man Lay but Tragedy? What other can a man lay but tragedy? No other thing would be ripe in time. Grief is a flower that blooms often, And sorrow is the rain that waters it sometimes. Each man reaps what he once sows— With pain, and some with bitter ease. The sky above every head of gloom Grows thicker with clouds and earthly deeds. The field does not bloom in summer But on the last day of every man's each.",Laura Chouette,dark-academia
"The Ghosts We Leave Behind When I meet you again, I will walk past you; Leaving the ghost behind That haunted me for years. I will walk fast and steady, Not looking back. May I think about today Or tomorrow? — Nobody knows.",Laura Chouette,dark-academia
"I Will Go Back to Paris in Spring I will go back to Paris in spring, To see its life and not the still, To watch the sky in a different hue, With the same buildings at each rue. I will walk and pass the same things by, And wonder again with a sigh. Till winter comes, it will be long, Yet I wonder when I will come back along.",Laura Chouette,dark-academia
"We Haunt the People We Love We haunt the people that we love, And we become ruins by doing so. Chasing them down every line, No matter if spoken or lived by it. Running in circles, remembering them, While watching ourselves turn into others' ghosts. We haunt and live— And we will outlive.",Laura Chouette,dark-academia
The Weight of Perception I destroy myself by thinking about what I’m not; And they who love me destroy themselves by thinking that I am.,Laura Chouette,dark-academia
"The Tragedy of the Ordinary The ordinariness is tragic— Not because it happens all over again, But when it doesn’t, it hurts every day.",Laura Chouette,dark-academia
"Wasted Chances I think life offers many chances, And we waste most of them by never taking them— (Just like untouched glasses of champagne.)",Laura Chouette,dark-academia
"Unmoored I set myself abound, Like a new ship standing against the ocean; The waves set free By land of long imprisonment— Alone.",Laura Chouette,dark-academia
The only difference between bright white and pitch black is illumination...,Elle  Parker,dark-academia
"And autumn died long before the sun touched the last leaf; for death forgets every winter for as long as summer blossoms for itself; For the art of everyone is close to the idea and dwells in thoughts. For every thought rises in the morning - and every beginning is the closest to us in the end, and eventually takes a lifetime to complete itself.",Laura Chouette,dark-academia
"PRISONS/GARDENS Cages are made for people living on the outside to catch things evil, beautiful or just unaccepted; Nothing ever outgrows the space of captivity nor does it ever bloom. If we ever offered some light to the shadows we hide we could have a whole garden within our society by now.",Laura Chouette,dark-academia
THE SHEETS & THE LIGHT Sombre echoes that mark the dawning greying on the hill; the steep streets still wet from rain the small buildings look emptier with each day passing on; Thoughts are done passing rounds counting circles inside my head. Pale mirror-faces crossing me on the way back to the place that felt like home - falling back in time.,Laura Chouette,dark-academia
"COLOURS IN THE MIRROR One day my pride will outlive myself and whatever remains of its colours will be remembered by others - for I was always my true self. I live too little for things that make me dream & care too much for fears that sleep in between the fine lines of my weary mind - so write me gentle words, for it may break. My diversity should not be a mistake but a celebration of identity & guiding light to others who ache to leave the numbness of »pretending-to-be«. We are not broken mirrors that hurt the world by showing our true reflection; we are merely hearts used to rejection - yet, their words will only blur but not break our shine.",Laura Chouette,dark-academia
ATHENA They fall silently. the steps of her arrival - crossing snow so pale even the morning sky would fade into nightfall's amber; For she has entered the palace of gold - her hair braided with hope and tainted with red leaves which colours remind of a hanged man's rope - for her name is war and her crown is crafted out of grief.,Laura Chouette,dark-academia
"CROSSROAD Lights flicker above the crossroad shining in green now and then for people who won't cross and red for others - which won't stop; The dull grey splits the city in pieces of lines and corners, sometimes outshined by heavy rain and flooded glimpses of chaos; Broken glass upon crimson roads empty silence and nothing to say - while the city sleeps on and will awake, eventually.",Laura Chouette,dark-academia
"PIECES OF LIGHT I see the art of each heart reflecting the mirror that the world put it in front of - for so long that the lines so once so clear became hate for everything we see - blurring out the real; Seeing a thousand lights reflecting one's own means nothing anymore, now that we live by the one offered by the world; The price of being a small part of everyone's standard is being praised so, we may break into one single piece.",Laura Chouette,dark-academia
ASBOLUTION Our paradise is not made out of worldly things but of the broken fragments of heaven - laced with doubt and forgiveness; Nearly silent we promise each other absolutisation for every promise we ever dared to make with words and deeds - yet I feel incomplete.,Laura Chouette,dark-academia
WEDNESDAY MIRAGE How far do they reach the rivers of our grieve - far beyond the horizon and deep into a soul; Suffering can feel like drowning in numbness and being awake for days; It's roots growing further then our mind can go and make dark a heart that once was full of light;,Laura Chouette,dark-academia
"THE MEADOWS OF MEDEA 'The meadows lay weeping with tears like an emerald's gleam; while every nightingale is seeking the shelter of its only willow's green. And silently, my step falls on leaves that carry me much further than I'd dream; for willows and thoughts are fading slowly while everything eternal is not seen - and yet they keep so many of us in good company - for some can not be on their own, nor can they be free. So I found peace, the one eternal each one seeks and so I left my soul for emerald's gleam; while the meadows still lay weeping with grief over my grave so quietly for it lays beneath the shadow of its only willow's green.",Laura Chouette,dark-academia
"MARBLE GRAVES The silver moon stands silent between two cypresses - its light leaning against the walls of the old palazzo that lays in ruin. Hidden behind olive groves lays the tomb of forgotten men and unsung heroes. Their souls found peace within the Allgrove's of singing cicadas and rustling long grass. The marble is heavy and their graves cool and dark - deep is their sleep eternal their demise. The moon is slowly covered by a shroud of clouds, cypresses now lay in darkness - silence.",Laura Chouette,dark-academia
"OUR OLYMP At this altitude of wavering faith and dying stars our love could not stand a chance; it disappears slowly within my rhymes sky. Fading along the pale darkness like a path of crumbling anecdotes on old crumpled philosophers' notes. I can not see the moon anymore - neither I can imagine the place where it should rest tonight in the sky of ours, where it used to be so bright. The Gods themselves dare not make a home at this height of our hearts, for even the immortals would refuse to hold sacred a place so high. Even our wishes refuse to fall at the mountains feet, still climbing, trembling, and slowly loosing - defeat.",Laura Chouette,dark-academia
"DYSTOPIA Dark, early streets and high walls of empty houses a lonesome bird singing a hollow duet with its own echo - autumn feels like spring once you have lost everything and stand with nothing to hold onto at winter's edge - walkways glooming in buzzing orange neon light imitating fallen leaves, making the city's concrete jungle a forest - soon November is here, crawling along the pavement and dulling the grey of the ruins they call buildings - sudden flickering accompanied by loud buzzing: the lights went out while winter's edge cuts violently through the streets & building cracks - the bird stopped singing.",Laura Chouette,dark-academia
"FLORENCE Soft emerald valleys lay in crimson light beneath the rolling hills; the waters of the Arno gleam like bronze the city's vein, so still. Each artist at the shore of the river stares in wonder and delight - how far do the lines reach across the bridge, beyond their work? One may seek rest under the cypresses and soft light of the August amber sun - here, at his grave, the city walls lay high around the garden, he knew once as paradise. His dark eyes still seem to pierce the lines of the hills, like he searches for his soul - still; (somewhere between the Arno and the nightfall). The trees - heavily laid with summer's fruit - stand high above the city in marble glance. Clear is now the dark sky - full of shards which dreamers call the stars.",Laura Chouette,dark-academia
"THE MONSTER & THE MAN One obstacle pierces his soul and calls him down the dark road - heavy sighing he must carry on and at last, the thorn is retrieved - with agony in his brown eyes - he suddenly sees: Fever dreams, scarlet on blue velvet, like ink drowning in words - words drowning inside his veins - words that pleaded in vain - words so scarlet... so stained. Empty lines for empty souls that carry too much inside; empty pages for empty hands with nothing else to hide nor to control the beast inside his soul.",Laura Chouette,dark-academia
"SIENA I wander down the steps along the walls of bricks and high houses - down to the waters that lay deep. Streaming down from the hill on which the old city was built with a tower standing high, that reaches up not far from the grave that these waters lay in. Alabaster is the hand that reaches in it and cold is the heart that touches the pale divine. Beating fast after climbing back to the light and narrow streets - I found now what it seeks. Descending down, down to the hidden stream - oh Siena, my goddess without a pomegranate seed.",Laura Chouette,dark-academia
"THE BALLADE OF SUMMER'S FALL Hues of pale green, on delicate olive branches the soft rustling of somberness along the fields of gold that lay themselves to gentle rest after another long summer. I have nothing to bury under them except my own heart -that is my soul's greatest regret, once my lines begin to fill in autumn, under the velvet gloom of shortening days. The admiration of the Florentine sun had doomed my words to become eventually a remembrance once September falls in October's pale hands. I shall have nothing to grieve for once the winter arrives, coming over the distant hills and laying bare the orchards along his way. I doomed them to become ruins by overthinking, hoping - at least once too often - for change; So, let it be then. I will mourn my mere passion for life in the presence of death - though my art may be eternal.",Laura Chouette,dark-academia
"In one's ordinary life, there must always be a place for something exceptional, like poetry... or love.",Laura Chouette,dark-academia
"In one's ordinary life, there must always be a place for poetry.",Laura Chouette,dark-academia
"His fangs brushed against my lower lip. My breath caught as I slid my tongue over those sharp points, feeling their edge. He was dangerous. But instead of fear, that knowledge was only fueling the tempest inside of me.",Briar Boleyn,dark-academia
"What’s ridiculous, little dragon, is that you think you can walk into my space and walk out again without any consequences.",Briar Boleyn,dark-academia
"But you bring the fire. You make even the darkness shine. Even dragon fire can’t compete with the way you burn, Pendragon.",Briar Boleyn,dark-academia
She'd fallen asleep in my arms. It was such a simple thing. So why did it feel like a miracle I could barely process?,Briar Boleyn,dark-academia
"CHIANTI The yellow sun lays low upon the fields that are covered in dry grass. Soft is the rain that falls in the distance yet does not dare to come near the places where summer lives and dies. The haze is the aftermath of the kiss summer shared with the land so gracefully. And now, I may kiss your wine-stained lips within September's pale delight.",Laura Chouette,dark-academia
"SAN GIMIGNANO The towers align the hills like crowns of heavy stones; Empty are the dreams of the ones that built them long ago. The thirst for power still stands frozen in its tracks - the only witnesses of it stand high against the silver sky. The distance gets smaller, and the towers become higher. So many have fallen, laying their family's name to rest, in gentle forgetfulness.",Laura Chouette,dark-academia
"A POET'S HOMAGE TO FLORENCE What heart dares to look upon a city so golden and is not moved to write a single line? Whose soul can bear such beauty and not praise it with all its words? May there be poets without a page left, artists with no colour to give a memory of you; and even lovers who refuse to burn? My love, your likeness is like marble that makes the altar of paradise.",Laura Chouette,dark-academia
"PERSEPHONE (the spring ballade) Every heart is blooming upon a field of doubt and the flowers autumn reaps - he knows every name about. They grow never in line, although always in the shape of each soul of every lonesome doubt. So whenever I wander along my sorrow's path the horizon behind me glows crimson with all the broken hearts it carries on. A thought yet not dreamt is a love unplanted by hands of grieve - For each who does not bloom by now is long lost in summer's eyes, For autumn reaps but does not give a single tear to water the ground in which he steers sometimes so aimlessly.",Laura Chouette,dark-academia
"A writer’s heart does not only hold scars caused by love, but also those that cross the lines of unsaid words and fully-lived, unspoken feelings. Life is merely a tragedy to a writer, something that must occur like the final line of a book, and like an ink stain that inevitably taints the fingers of a poet. Real love, too, must be attained In the same way.",Laura Chouette,dark-academia
Gods are just demons with good reputations.,Vana Elaire,dark-academia
"She'd attacked me with murder in her heart. And yet, idiot that I was, it was her I couldn't take my eyes off.",Briar Boleyn,dark-academia
"It's not protection, little dragon. It's a claim."" His gray eyes darkened as they flicked down to my exposed neck, an unspoken reminder hanging between us. ""You're mine. No one touches what belongs to me.",Briar Boleyn,dark-academia
"I will never let you leave me. You can never run, and you can never hide because there is nowhere in this fucking world that I wouldn't find you and drag your ass back to me.",Jasmine Rov,dark-academia
Thomas didn't usually mind Thursdays but this had been the sort of day that would eat the last biscuit in the tin and put the lid back on.,V.R. Ling,dark-academia
"Lorelei wanted forever to bask in the light of her smile. She wanted to be carried on the current of her whims. She wanted to argue with her until she was breathless. She wanted to hurt her exquisitely, again and again, for as much time as they had. The depth of her hunger frightened her.",Allison Saft,dark-academia
"Let it be known that this bond is unbreakable, as enduring as the strength of our realm. By my will and the power of our ancient rites, Blake Drakharrow and Medra Pendragon are now bound together in fate and duty, forever unyielding, irrevocably united. As the dragon flies and the blood endures, so shall your destinies be intertwined. Your bond is forged. Through fire and shadows, you shall be one. What is spoken is unbroken. What is bound cannot be unbound.",Briar Boleyn,dark-academia
"3 A.M. SAINTS It is 3 a.m. again and you are showing me all of your sins by holding up your scars to the starless sky. Painting the entire universe with gold and clothing my velvet heart in purple - we become saints within those unholy hours close to dawn. Still, the world is spinning - even though it feels a little slower now - while the silence carries us away into the next day.",Laura Chouette,dark-academia
"October creeps into the room through faint grey light that stopped dancing on the windowsill since July left. Being haunted by silence makes the air grow weary and faintly colder. I hear the noise of people walking in solitude, thinking to themselves about others— sitting alone in between their steps. Company of ghosts on lonely eves, threading through the rustling of leaves. I can write down what haunts me, yet I cannot read the ones who do. October.",Laura Chouette,dark-academia
I'm trapped in a Salvador Dali painting,Dan       Brown,dark-academia
"I learned how to survive in the cutthroat world of girl-hood, where are all strangeness was unrooted as ruthlessly as weeds from a garden. I domesticated my own wildness, starved the odd appetites inside me. I remade myself into Laura the saint, Laura who is reliable and dependable, if a little boring.",S.T. Gibson,dark-academia
"He had promised to let Julian speak without arguing; the promise was the only thing that kept him steady. There was no revering him anymore. Only love remained, and it was a fragile thing that Paul had been desperate not to see. He couldn't stand to look at the truth, even now. All they were--all they had ever been was a pair of sunflowers who each believed the other was the sun.",Micah Nemerever,dark-academia
"I always tried to hold on to the beautiful things, never realising that true beauty lies in letting go.",Laura Chouette,dark-academia
To make the ordinary beautiful — that is true art.,Laura Chouette,dark-academia
EDINBURGH Sombre echoes that mark the dawning that is greying on the hills; the steep streets still wet from rain the small buildings look emptier with each day passing on; thoughts are done passing rounds - counting circles inside my head. pale faces of familiar strangers crossing me on the way back to a place that used to feel like home - falling back in time.,Laura Chouette,dark-academia
VALLEY The valleys climb towards the sky in the early morning hours - seeking horizon's lines; More than the gravestones do with all the memory lined neatly up and half-forgotten - nearly washed away. Our sun is doomed to meet both.,Laura Chouette,dark-academia
"A SIMPLE DRAFT Sometimes a simple draft can make a poet whole that is left with half a heart and feelings for a hundred it would take to bear. A few words can cover the whole world, creating light for the darkest of lines one can call a home or paradise - only a few can also lay bare their soul.",Laura Chouette,dark-academia
"CONFESSION Sometimes I feel like the lines of mine are in the way of every love that tries to cross the last bridge I have left leading to my heart. For I burned every other one while numbing the wounds the fire caused - setting alight to all that is left of me. I must admit that I kept on to the match, long after it burned down and reached my fingertips.",Laura Chouette,dark-academia
"BLOOMING SCARS Those flowers dance around vour marble bust like they were fearing October's kiss - gently they laugh and fall asleep on vour stone veins and cold lips. For they love their names written upon your chest in gold for your heart may be broken, yet it is searching for something untold. They do not know that silver mends the scars that the years formed and the cracks on your skin the sun caused - so silent, still, and weary are the blossoms with whom my love for you is betrothed.",Laura Chouette,dark-academia
STARVING PIECES A heart starved of love will break itself and shed the pieces quickly - so it has less to feed with love.,Laura Chouette,dark-academia
"CHURCH WINDOWS ARE MY MIRRORS Blessed are the scars and the holiness of our hearts. Only saints break it without remorse for sinners, I expect nothing else but playing their part with our gentle soul. Church windows are my mirrors and prayers my gate to heavens end - I find everything by losing myself-nothing was ever lost from the beginning.",Laura Chouette,dark-academia
"AMBER HEART'S Amber chases the night sky like the stars became fire and gold - and the moon is falling ever closer to the sun he loves so much; So there is not much pain with the world to share, yet we begin to doubt our love and forget our hearts need care. Still, we wish upon the stars to fall faster in love than we did out, so we won't try and pull back for broken hearts are heavy and hard to catch. So while the constellations fade and our souls disappear in their entanglement we hope to learn what it means to truly live again the least.",Laura Chouette,dark-academia
"QUIET WRITING Quiet does not mean that we have nothing to say, or that we leak the power of speech - we rise up and tell our truths even if it feels like people don't like it the least; Writing is our means to have something to tell when we lost our voice suddenly we still stand behind our truths even if it feels like people won't like it. Beautifully are the quiet lines written with thunder and silent boldness - for we can have a revolution inside the pages of nowadays.",Laura Chouette,dark-academia
"THE ART OF EVERYONE And autumn died long before the sun touched the last leaf; for death forgets every winter for as long as summer blossoms for itself; For the art of everyone is close to the idea and dwells in thoughts. For every thought rises in the morning - and every beginning is the closest to us in the end, and eventually takes a lifetime to complete itself.",Laura Chouette,dark-academia
I can not kiss you unless you unraveled every line of my heart and declared with your lips the beauty of our unfading love.,Laura Chouette,dark-academia
